parent,variant_smiles,mw,logp,hbd,hba,tpsa,qed
EMB-3,COc1ccc(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,292.243,1.7367999999999997,4,7,116.45,0.38649391367578156
EMB-3,O=C(Oc1cc(CO)ccc1O)c1cc(O)c(O)c(O)c1,292.243,1.2204999999999995,5,7,127.45000000000002,0.3267219568973633
EMB-3,C=CC(C)(C)c1ccc(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,330.336,3.1918000000000015,4,6,107.22000000000001,0.29674315467701406
EMB-3,O=C(OC1Oc2cc(O)cc(O)c2CC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,458.37500000000017,2.233199999999999,8,11,197.36999999999998,0.21150323672030336
EMB-3,O=C(OC1Oc2cc(O)cc(O)c2CC1CO)c1cc(O)c(O)c(O)c1,364.30600000000004,0.9410999999999994,6,9,156.91,0.3443523720148917
EMB-3,C=CC(C)(C)C1Cc2c(O)cc(O)cc2OC1OC(=O)c1cc(O)c(O)c(O)c1,402.39900000000017,3.1610000000000023,5,8,136.68,0.2988000742194937
EMB-3,COC1Cc2c(O)cc(O)cc2OC1OC(=O)c1cc(O)c(O)c(O)c1,364.30600000000004,1.3475999999999992,5,9,145.91,0.4021100650006783
EMB-3,O=C(OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,322.225,0.9174,6,9,164.75,0.2676223958135781
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,294.215,1.1393999999999995,6,8,147.68,0.27425597221666637
EMB-3,COc1ccc(OC(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,308.242,1.4424000000000012,5,8,136.68,0.3262123162688164
EMB-3,O=C(Oc1ccc(C2COc3cc(O)ccc3C2)c(O)c1O)c1cc(O)c(O)c(O)c1,426.3770000000001,2.858100000000001,6,9,156.91,0.2104462671521564
EMB-3,O=C(Oc1ccc(CO)c(O)c1O)c1cc(O)c(O)c(O)c1,308.242,0.9260999999999995,6,8,147.68,0.2785262201439165
EMB-3,C=CC(C)(C)c1ccc(OC(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,346.33500000000004,2.897400000000002,5,7,127.45000000000002,0.2491661196096608
EMB-3,O=C(Oc1ccc(-c2cc(O)c(O)c(O)c2)c(O)c1O)c1cc(O)c(O)c(O)c1,402.3110000000001,2.2176,8,10,188.14,0.18317245772932997
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1ccc(-c2cc(O)c(O)c(O)c2)c(O)c1O,402.3110000000001,2.2176,8,10,188.14,0.18317245772932997
EMB-3,COc1ccc(C(=O)Oc2cc(O)c(O)c(O)c2)c(O)c1O,308.242,1.4424000000000003,5,8,136.68,0.3262123162688164
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1ccc(C2COc3cc(O)ccc3C2)c(O)c1O,426.3770000000002,2.858100000000001,6,9,156.91,0.2104462671521564
EMB-3,O=C(Oc1cc(O)c(O)c(O)c1)c1ccc(CO)c(O)c1O,308.242,0.9260999999999995,6,8,147.68,0.2785262201439165
EMB-3,C=CC(C)(C)c1ccc(C(=O)Oc2cc(O)c(O)c(O)c2)c(O)c1O,346.33500000000004,2.897400000000002,5,7,127.45000000000002,0.2491661196096608
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1CO,254.238,0.1827999999999999,3,6,96.22000000000001,0.6515646755983008
EMB-3,C=CC(C)(C)C1Oc2cc(O)cc(O)c2CC1C(=O)OC,292.331,2.4027000000000003,2,5,75.99,0.660636915435192
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,348.3070000000001,1.68,5,8,136.68,0.4083132763507028
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1C1COc2cc(O)ccc2C1,372.37300000000016,2.1474,3,7,105.45000000000002,0.6937838538139727
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1OC,254.238,0.7943999999999999,2,6,85.22000000000001,0.7590192020686766
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1C1Cc2c(O)cc(O)cc2OC1CO,418.3980000000002,1.2138999999999993,5,9,145.91000000000003,0.4643068076374315
EMB-3,C=CC(C)(C)C1Oc2cc(O)cc(O)c2CC1C1Oc2cc(O)cc(O)c2CC1C(=O)OC,456.49100000000027,3.4338000000000024,4,8,125.68000000000002,0.40730437766757654
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1C1Cc2c(O)cc(O)cc2OC1OC,418.3980000000002,1.8254999999999995,4,9,134.91000000000003,0.5505927409305175
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1C1Cc2c(O)cc(O)cc2OC1C1COc2cc(O)ccc2C1,536.5330000000002,3.1785000000000014,5,10,155.14000000000001,0.3152934725296805
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1C1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,512.4670000000003,2.711100000000001,7,11,186.37,0.20199483079931085
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1c1cc(CO)ccc1O,346.3350000000001,1.7610999999999999,4,7,116.45000000000002,0.625777769587225
EMB-3,C=CC(C)(C)c1ccc(O)c(C2Oc3cc(O)cc(O)c3CC2C(=O)OC)c1,384.42800000000017,3.732400000000003,3,6,96.22000000000001,0.5490289521653965
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1c1cc(-c2cc(O)c(O)c(O)c2)ccc1O,440.40400000000017,3.0526000000000013,6,9,156.91,0.2659793537115361
EMB-3,COC(=O)C1Cc2c(O)cc(O)cc2OC1c1cc(C2COc3cc(O)ccc3C2)ccc1O,464.47000000000025,3.6931000000000025,4,8,125.68000000000002,0.4326332265438922
