compound,target,has_warhead,warheads,cys_target,consensus
Beta-Sitosterol,MMP1,False,,Cys278,non_covalent_only
Beta-Sitosterol,MMP3,False,,Cys100,non_covalent_only
Beta-Sitosterol,MMP9,False,,Cys99,non_covalent_only
Beta-Sitosterol,TGFB1,False,,Cys223,non_covalent_only
Beta-Sitosterol,CTGF,False,,,non_covalent_only
Beta-Sitosterol,TYR,False,,Cys81,non_covalent_only
Beta-Sitosterol,SIRT1,False,,Cys371,non_covalent_only
Beta-Sitosterol,SRD5A2,False,,,non_covalent_only
Beta-Sitosterol,AR,False,,,non_covalent_only
Hyperforin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Hyperforin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Hyperforin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Hyperforin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Hyperforin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Hyperforin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Hyperforin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Hyperforin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Hyperforin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Lupeol,MMP1,False,,Cys278,non_covalent_only
Lupeol,MMP3,False,,Cys100,non_covalent_only
Lupeol,MMP9,False,,Cys99,non_covalent_only
Lupeol,TGFB1,False,,Cys223,non_covalent_only
Lupeol,CTGF,False,,,non_covalent_only
Lupeol,TYR,False,,Cys81,non_covalent_only
Lupeol,SIRT1,False,,Cys371,non_covalent_only
Lupeol,SRD5A2,False,,,non_covalent_only
Lupeol,AR,False,,,non_covalent_only
Oleanolic acid,MMP1,False,,Cys278,non_covalent_only
Oleanolic acid,MMP3,False,,Cys100,non_covalent_only
Oleanolic acid,MMP9,False,,Cys99,non_covalent_only
Oleanolic acid,TGFB1,False,,Cys223,non_covalent_only
Oleanolic acid,CTGF,False,,,non_covalent_only
Oleanolic acid,TYR,False,,Cys81,non_covalent_only
Oleanolic acid,SIRT1,False,,Cys371,non_covalent_only
Oleanolic acid,SRD5A2,False,,,non_covalent_only
Oleanolic acid,AR,False,,,non_covalent_only
Betulinic acid,MMP1,False,,Cys278,non_covalent_only
Betulinic acid,MMP3,False,,Cys100,non_covalent_only
Betulinic acid,MMP9,False,,Cys99,non_covalent_only
Betulinic acid,TGFB1,False,,Cys223,non_covalent_only
Betulinic acid,CTGF,False,,,non_covalent_only
Betulinic acid,TYR,False,,Cys81,non_covalent_only
Betulinic acid,SIRT1,False,,Cys371,non_covalent_only
Betulinic acid,SRD5A2,False,,,non_covalent_only
Betulinic acid,AR,False,,,non_covalent_only
Ursolic acid,MMP1,False,,Cys278,non_covalent_only
Ursolic acid,MMP3,False,,Cys100,non_covalent_only
Ursolic acid,MMP9,False,,Cys99,non_covalent_only
Ursolic acid,TGFB1,False,,Cys223,non_covalent_only
Ursolic acid,CTGF,False,,,non_covalent_only
Ursolic acid,TYR,False,,Cys81,non_covalent_only
Ursolic acid,SIRT1,False,,Cys371,non_covalent_only
Ursolic acid,SRD5A2,False,,,non_covalent_only
Ursolic acid,AR,False,,,non_covalent_only
Bakuchiol,MMP1,False,,Cys278,non_covalent_only
Bakuchiol,MMP3,False,,Cys100,non_covalent_only
Bakuchiol,MMP9,False,,Cys99,non_covalent_only
Bakuchiol,TGFB1,False,,Cys223,non_covalent_only
Bakuchiol,CTGF,False,,,non_covalent_only
Bakuchiol,TYR,False,,Cys81,non_covalent_only
Bakuchiol,SIRT1,False,,Cys371,non_covalent_only
Bakuchiol,SRD5A2,False,,,non_covalent_only
Bakuchiol,AR,False,,,non_covalent_only
Retinol,MMP1,False,,Cys278,non_covalent_only
Retinol,MMP3,False,,Cys100,non_covalent_only
Retinol,MMP9,False,,Cys99,non_covalent_only
Retinol,TGFB1,False,,Cys223,non_covalent_only
Retinol,CTGF,False,,,non_covalent_only
Retinol,TYR,False,,Cys81,non_covalent_only
Retinol,SIRT1,False,,Cys371,non_covalent_only
Retinol,SRD5A2,False,,,non_covalent_only
Retinol,AR,False,,,non_covalent_only
Tretinoin,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Tretinoin,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Tretinoin,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Tretinoin,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Tretinoin,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Tretinoin,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Tretinoin,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Tretinoin,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Tretinoin,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Epimedin C,MMP1,False,,Cys278,non_covalent_only
Epimedin C,MMP3,False,,Cys100,non_covalent_only
Epimedin C,MMP9,False,,Cys99,non_covalent_only
Epimedin C,TGFB1,False,,Cys223,non_covalent_only
Epimedin C,CTGF,False,,,non_covalent_only
Epimedin C,TYR,False,,Cys81,non_covalent_only
Epimedin C,SIRT1,False,,Cys371,non_covalent_only
Epimedin C,SRD5A2,False,,,non_covalent_only
Epimedin C,AR,False,,,non_covalent_only
Rapanone,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Rapanone,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Rapanone,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Rapanone,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Rapanone,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Rapanone,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Rapanone,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Rapanone,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Rapanone,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Bisabolol,MMP1,False,,Cys278,non_covalent_only
Bisabolol,MMP3,False,,Cys100,non_covalent_only
Bisabolol,MMP9,False,,Cys99,non_covalent_only
Bisabolol,TGFB1,False,,Cys223,non_covalent_only
Bisabolol,CTGF,False,,,non_covalent_only
Bisabolol,TYR,False,,Cys81,non_covalent_only
Bisabolol,SIRT1,False,,Cys371,non_covalent_only
Bisabolol,SRD5A2,False,,,non_covalent_only
Bisabolol,AR,False,,,non_covalent_only
Tetrahydroxystilbene glucoside,MMP1,False,,Cys278,non_covalent_only
Tetrahydroxystilbene glucoside,MMP3,False,,Cys100,non_covalent_only
Tetrahydroxystilbene glucoside,MMP9,False,,Cys99,non_covalent_only
Tetrahydroxystilbene glucoside,TGFB1,False,,Cys223,non_covalent_only
Tetrahydroxystilbene glucoside,CTGF,False,,,non_covalent_only
Tetrahydroxystilbene glucoside,TYR,False,,Cys81,non_covalent_only
Tetrahydroxystilbene glucoside,SIRT1,False,,Cys371,non_covalent_only
Tetrahydroxystilbene glucoside,SRD5A2,False,,,non_covalent_only
Tetrahydroxystilbene glucoside,AR,False,,,non_covalent_only
Calendulin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Calendulin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Calendulin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Calendulin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Calendulin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Calendulin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Calendulin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Calendulin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Calendulin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Honokiol,MMP1,False,,Cys278,non_covalent_only
Honokiol,MMP3,False,,Cys100,non_covalent_only
Honokiol,MMP9,False,,Cys99,non_covalent_only
Honokiol,TGFB1,False,,Cys223,non_covalent_only
Honokiol,CTGF,False,,,non_covalent_only
Honokiol,TYR,False,,Cys81,non_covalent_only
Honokiol,SIRT1,False,,Cys371,non_covalent_only
Honokiol,SRD5A2,False,,,non_covalent_only
Honokiol,AR,False,,,non_covalent_only
Embelin,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Embelin,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Embelin,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Embelin,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Embelin,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Embelin,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Embelin,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Embelin,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Embelin,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
5-O-methyl-Embelin,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
5-O-methyl-Embelin,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
5-O-methyl-Embelin,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
5-O-methyl-Embelin,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
5-O-methyl-Embelin,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
5-O-methyl-Embelin,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
5-O-methyl-Embelin,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
5-O-methyl-Embelin,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
5-O-methyl-Embelin,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Tanshinone IIA,MMP1,False,,Cys278,non_covalent_only
Tanshinone IIA,MMP3,False,,Cys100,non_covalent_only
Tanshinone IIA,MMP9,False,,Cys99,non_covalent_only
Tanshinone IIA,TGFB1,False,,Cys223,non_covalent_only
Tanshinone IIA,CTGF,False,,,non_covalent_only
Tanshinone IIA,TYR,False,,Cys81,non_covalent_only
Tanshinone IIA,SIRT1,False,,Cys371,non_covalent_only
Tanshinone IIA,SRD5A2,False,,,non_covalent_only
Tanshinone IIA,AR,False,,,non_covalent_only
Magnolol,MMP1,False,,Cys278,non_covalent_only
Magnolol,MMP3,False,,Cys100,non_covalent_only
Magnolol,MMP9,False,,Cys99,non_covalent_only
Magnolol,TGFB1,False,,Cys223,non_covalent_only
Magnolol,CTGF,False,,,non_covalent_only
Magnolol,TYR,False,,Cys81,non_covalent_only
Magnolol,SIRT1,False,,Cys371,non_covalent_only
Magnolol,SRD5A2,False,,,non_covalent_only
Magnolol,AR,False,,,non_covalent_only
Imperatorin,MMP1,False,,Cys278,non_covalent_only
Imperatorin,MMP3,False,,Cys100,non_covalent_only
Imperatorin,MMP9,False,,Cys99,non_covalent_only
Imperatorin,TGFB1,False,,Cys223,non_covalent_only
Imperatorin,CTGF,False,,,non_covalent_only
Imperatorin,TYR,False,,Cys81,non_covalent_only
Imperatorin,SIRT1,False,,Cys371,non_covalent_only
Imperatorin,SRD5A2,False,,,non_covalent_only
Imperatorin,AR,False,,,non_covalent_only
Licochalcone A,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Licochalcone A,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Licochalcone A,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Licochalcone A,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Licochalcone A,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Licochalcone A,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Licochalcone A,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Licochalcone A,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Licochalcone A,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Hexylresorcinol,MMP1,False,,Cys278,non_covalent_only
Hexylresorcinol,MMP3,False,,Cys100,non_covalent_only
Hexylresorcinol,MMP9,False,,Cys99,non_covalent_only
Hexylresorcinol,TGFB1,False,,Cys223,non_covalent_only
Hexylresorcinol,CTGF,False,,,non_covalent_only
Hexylresorcinol,TYR,False,,Cys81,non_covalent_only
Hexylresorcinol,SIRT1,False,,Cys371,non_covalent_only
Hexylresorcinol,SRD5A2,False,,,non_covalent_only
Hexylresorcinol,AR,False,,,non_covalent_only
3-decyl-2-5-dihydroxy-benzoquinone,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
3-decyl-2-5-dihydroxy-benzoquinone,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
alpha-Arbutin,MMP1,False,,Cys278,non_covalent_only
alpha-Arbutin,MMP3,False,,Cys100,non_covalent_only
alpha-Arbutin,MMP9,False,,Cys99,non_covalent_only
alpha-Arbutin,TGFB1,False,,Cys223,non_covalent_only
alpha-Arbutin,CTGF,False,,,non_covalent_only
alpha-Arbutin,TYR,False,,Cys81,non_covalent_only
alpha-Arbutin,SIRT1,False,,Cys371,non_covalent_only
alpha-Arbutin,SRD5A2,False,,,non_covalent_only
alpha-Arbutin,AR,False,,,non_covalent_only
Carnosic acid,MMP1,False,,Cys278,non_covalent_only
Carnosic acid,MMP3,False,,Cys100,non_covalent_only
Carnosic acid,MMP9,False,,Cys99,non_covalent_only
Carnosic acid,TGFB1,False,,Cys223,non_covalent_only
Carnosic acid,CTGF,False,,,non_covalent_only
Carnosic acid,TYR,False,,Cys81,non_covalent_only
Carnosic acid,SIRT1,False,,Cys371,non_covalent_only
Carnosic acid,SRD5A2,False,,,non_covalent_only
Carnosic acid,AR,False,,,non_covalent_only
Carnosol,MMP1,False,,Cys278,non_covalent_only
Carnosol,MMP3,False,,Cys100,non_covalent_only
Carnosol,MMP9,False,,Cys99,non_covalent_only
Carnosol,TGFB1,False,,Cys223,non_covalent_only
Carnosol,CTGF,False,,,non_covalent_only
Carnosol,TYR,False,,Cys81,non_covalent_only
Carnosol,SIRT1,False,,Cys371,non_covalent_only
Carnosol,SRD5A2,False,,,non_covalent_only
Carnosol,AR,False,,,non_covalent_only
Eucalyptol,MMP1,False,,Cys278,non_covalent_only
Eucalyptol,MMP3,False,,Cys100,non_covalent_only
Eucalyptol,MMP9,False,,Cys99,non_covalent_only
Eucalyptol,TGFB1,False,,Cys223,non_covalent_only
Eucalyptol,CTGF,False,,,non_covalent_only
Eucalyptol,TYR,False,,Cys81,non_covalent_only
Eucalyptol,SIRT1,False,,Cys371,non_covalent_only
Eucalyptol,SRD5A2,False,,,non_covalent_only
Eucalyptol,AR,False,,,non_covalent_only
Pterostilbene,MMP1,False,,Cys278,non_covalent_only
Pterostilbene,MMP3,False,,Cys100,non_covalent_only
Pterostilbene,MMP9,False,,Cys99,non_covalent_only
Pterostilbene,TGFB1,False,,Cys223,non_covalent_only
Pterostilbene,CTGF,False,,,non_covalent_only
Pterostilbene,TYR,False,,Cys81,non_covalent_only
Pterostilbene,SIRT1,False,,Cys371,non_covalent_only
Pterostilbene,SRD5A2,False,,,non_covalent_only
Pterostilbene,AR,False,,,non_covalent_only
Linalool,MMP1,False,,Cys278,non_covalent_only
Linalool,MMP3,False,,Cys100,non_covalent_only
Linalool,MMP9,False,,Cys99,non_covalent_only
Linalool,TGFB1,False,,Cys223,non_covalent_only
Linalool,CTGF,False,,,non_covalent_only
Linalool,TYR,False,,Cys81,non_covalent_only
Linalool,SIRT1,False,,Cys371,non_covalent_only
Linalool,SRD5A2,False,,,non_covalent_only
Linalool,AR,False,,,non_covalent_only
Glabridin,MMP1,False,,Cys278,non_covalent_only
Glabridin,MMP3,False,,Cys100,non_covalent_only
Glabridin,MMP9,False,,Cys99,non_covalent_only
Glabridin,TGFB1,False,,Cys223,non_covalent_only
Glabridin,CTGF,False,,,non_covalent_only
Glabridin,TYR,False,,Cys81,non_covalent_only
Glabridin,SIRT1,False,,Cys371,non_covalent_only
Glabridin,SRD5A2,False,,,non_covalent_only
Glabridin,AR,False,,,non_covalent_only
Tea tree oil terpinen-4-ol,MMP1,False,,Cys278,non_covalent_only
Tea tree oil terpinen-4-ol,MMP3,False,,Cys100,non_covalent_only
Tea tree oil terpinen-4-ol,MMP9,False,,Cys99,non_covalent_only
Tea tree oil terpinen-4-ol,TGFB1,False,,Cys223,non_covalent_only
Tea tree oil terpinen-4-ol,CTGF,False,,,non_covalent_only
Tea tree oil terpinen-4-ol,TYR,False,,Cys81,non_covalent_only
Tea tree oil terpinen-4-ol,SIRT1,False,,Cys371,non_covalent_only
Tea tree oil terpinen-4-ol,SRD5A2,False,,,non_covalent_only
Tea tree oil terpinen-4-ol,AR,False,,,non_covalent_only
Capsaicin,MMP1,False,,Cys278,non_covalent_only
Capsaicin,MMP3,False,,Cys100,non_covalent_only
Capsaicin,MMP9,False,,Cys99,non_covalent_only
Capsaicin,TGFB1,False,,Cys223,non_covalent_only
Capsaicin,CTGF,False,,,non_covalent_only
Capsaicin,TYR,False,,Cys81,non_covalent_only
Capsaicin,SIRT1,False,,Cys371,non_covalent_only
Capsaicin,SRD5A2,False,,,non_covalent_only
Capsaicin,AR,False,,,non_covalent_only
Menthol,MMP1,False,,Cys278,non_covalent_only
Menthol,MMP3,False,,Cys100,non_covalent_only
Menthol,MMP9,False,,Cys99,non_covalent_only
Menthol,TGFB1,False,,Cys223,non_covalent_only
Menthol,CTGF,False,,,non_covalent_only
Menthol,TYR,False,,Cys81,non_covalent_only
Menthol,SIRT1,False,,Cys371,non_covalent_only
Menthol,SRD5A2,False,,,non_covalent_only
Menthol,AR,False,,,non_covalent_only
Kazinol B,MMP1,False,,Cys278,non_covalent_only
Kazinol B,MMP3,False,,Cys100,non_covalent_only
Kazinol B,MMP9,False,,Cys99,non_covalent_only
Kazinol B,TGFB1,False,,Cys223,non_covalent_only
Kazinol B,CTGF,False,,,non_covalent_only
Kazinol B,TYR,False,,Cys81,non_covalent_only
Kazinol B,SIRT1,False,,Cys371,non_covalent_only
Kazinol B,SRD5A2,False,,,non_covalent_only
Kazinol B,AR,False,,,non_covalent_only
Schizandrin A,MMP1,False,,Cys278,non_covalent_only
Schizandrin A,MMP3,False,,Cys100,non_covalent_only
Schizandrin A,MMP9,False,,Cys99,non_covalent_only
Schizandrin A,TGFB1,False,,Cys223,non_covalent_only
Schizandrin A,CTGF,False,,,non_covalent_only
Schizandrin A,TYR,False,,Cys81,non_covalent_only
Schizandrin A,SIRT1,False,,Cys371,non_covalent_only
Schizandrin A,SRD5A2,False,,,non_covalent_only
Schizandrin A,AR,False,,,non_covalent_only
Resveratrol,MMP1,False,,Cys278,non_covalent_only
Resveratrol,MMP3,False,,Cys100,non_covalent_only
Resveratrol,MMP9,False,,Cys99,non_covalent_only
Resveratrol,TGFB1,False,,Cys223,non_covalent_only
Resveratrol,CTGF,False,,,non_covalent_only
Resveratrol,TYR,False,,Cys81,non_covalent_only
Resveratrol,SIRT1,False,,Cys371,non_covalent_only
Resveratrol,SRD5A2,False,,,non_covalent_only
Resveratrol,AR,False,,,non_covalent_only
Cryptotanshinone,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
Cryptotanshinone,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
Cryptotanshinone,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
Cryptotanshinone,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
Cryptotanshinone,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Cryptotanshinone,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
Cryptotanshinone,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
Cryptotanshinone,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Cryptotanshinone,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
Formononetin,MMP1,False,,Cys278,non_covalent_only
Formononetin,MMP3,False,,Cys100,non_covalent_only
Formononetin,MMP9,False,,Cys99,non_covalent_only
Formononetin,TGFB1,False,,Cys223,non_covalent_only
Formononetin,CTGF,False,,,non_covalent_only
Formononetin,TYR,False,,Cys81,non_covalent_only
Formononetin,SIRT1,False,,Cys371,non_covalent_only
Formononetin,SRD5A2,False,,,non_covalent_only
Formononetin,AR,False,,,non_covalent_only
Asiatic acid,MMP1,False,,Cys278,non_covalent_only
Asiatic acid,MMP3,False,,Cys100,non_covalent_only
Asiatic acid,MMP9,False,,Cys99,non_covalent_only
Asiatic acid,TGFB1,False,,Cys223,non_covalent_only
Asiatic acid,CTGF,False,,,non_covalent_only
Asiatic acid,TYR,False,,Cys81,non_covalent_only
Asiatic acid,SIRT1,False,,Cys371,non_covalent_only
Asiatic acid,SRD5A2,False,,,non_covalent_only
Asiatic acid,AR,False,,,non_covalent_only
Daidzein,MMP1,False,,Cys278,non_covalent_only
Daidzein,MMP3,False,,Cys100,non_covalent_only
Daidzein,MMP9,False,,Cys99,non_covalent_only
Daidzein,TGFB1,False,,Cys223,non_covalent_only
Daidzein,CTGF,False,,,non_covalent_only
Daidzein,TYR,False,,Cys81,non_covalent_only
Daidzein,SIRT1,False,,Cys371,non_covalent_only
Daidzein,SRD5A2,False,,,non_covalent_only
Daidzein,AR,False,,,non_covalent_only
Oxyresveratrol,MMP1,False,,Cys278,non_covalent_only
Oxyresveratrol,MMP3,False,,Cys100,non_covalent_only
Oxyresveratrol,MMP9,False,,Cys99,non_covalent_only
Oxyresveratrol,TGFB1,False,,Cys223,non_covalent_only
Oxyresveratrol,CTGF,False,,,non_covalent_only
Oxyresveratrol,TYR,False,,Cys81,non_covalent_only
Oxyresveratrol,SIRT1,False,,Cys371,non_covalent_only
Oxyresveratrol,SRD5A2,False,,,non_covalent_only
Oxyresveratrol,AR,False,,,non_covalent_only
Calycosin,MMP1,False,,Cys278,non_covalent_only
Calycosin,MMP3,False,,Cys100,non_covalent_only
Calycosin,MMP9,False,,Cys99,non_covalent_only
Calycosin,TGFB1,False,,Cys223,non_covalent_only
Calycosin,CTGF,False,,,non_covalent_only
Calycosin,TYR,False,,Cys81,non_covalent_only
Calycosin,SIRT1,False,,Cys371,non_covalent_only
Calycosin,SRD5A2,False,,,non_covalent_only
Calycosin,AR,False,,,non_covalent_only
Wogonin,MMP1,False,,Cys278,non_covalent_only
Wogonin,MMP3,False,,Cys100,non_covalent_only
Wogonin,MMP9,False,,Cys99,non_covalent_only
Wogonin,TGFB1,False,,Cys223,non_covalent_only
Wogonin,CTGF,False,,,non_covalent_only
Wogonin,TYR,False,,Cys81,non_covalent_only
Wogonin,SIRT1,False,,Cys371,non_covalent_only
Wogonin,SRD5A2,False,,,non_covalent_only
Wogonin,AR,False,,,non_covalent_only
EMB-3,MMP1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278,covalent_capable
EMB-3,MMP3,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100,covalent_capable
EMB-3,MMP9,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99,covalent_capable
EMB-3,TGFB1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223,covalent_capable
EMB-3,CTGF,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
EMB-3,TYR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81,covalent_capable
EMB-3,SIRT1,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371,covalent_capable
EMB-3,SRD5A2,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
EMB-3,AR,True,p_quinone;michael_acceptor_alpha_beta_unsaturated_carbonyl,,covalent_capable
4-n-butylresorcinol,MMP1,False,,Cys278,non_covalent_only
4-n-butylresorcinol,MMP3,False,,Cys100,non_covalent_only
4-n-butylresorcinol,MMP9,False,,Cys99,non_covalent_only
4-n-butylresorcinol,TGFB1,False,,Cys223,non_covalent_only
4-n-butylresorcinol,CTGF,False,,,non_covalent_only
4-n-butylresorcinol,TYR,False,,Cys81,non_covalent_only
4-n-butylresorcinol,SIRT1,False,,Cys371,non_covalent_only
4-n-butylresorcinol,SRD5A2,False,,,non_covalent_only
4-n-butylresorcinol,AR,False,,,non_covalent_only
