compound,target,has_warhead,warheads,cys_target
Ascorbic acid,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Ascorbic acid,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Ascorbic acid,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Ascorbic acid,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Allantoin from Symphytum,MMP1,False,,Cys278
Allantoin from Symphytum,MMP3,False,,Cys100
Allantoin from Symphytum,MMP9,False,,Cys99
Allantoin from Symphytum,TGFB1,False,,Cys223
Allantoin from Symphytum,CTGF,False,,
Allantoin from Symphytum,TYR,False,,Cys81
Allantoin from Symphytum,SIRT1,False,,Cys371
Allantoin from Symphytum,SRD5A2,False,,
Allantoin from Symphytum,AR,False,,
Allantoin from Symphytum,FAP,False,,
Allantoin from Symphytum,LOX,False,,
Allantoin from Symphytum,PDGFRB,False,,
Allantoin from Symphytum,POSTN,False,,
Allantoin from Symphytum,ACTA2,False,,
Allantoin from Symphytum,MITF,False,,
Allantoin from Symphytum,COL1A1,False,,
Allantoin from Symphytum,COL3A1,False,,
Allantoin,MMP1,False,,Cys278
Allantoin,MMP3,False,,Cys100
Allantoin,MMP9,False,,Cys99
Allantoin,TGFB1,False,,Cys223
Allantoin,CTGF,False,,
Allantoin,TYR,False,,Cys81
Allantoin,SIRT1,False,,Cys371
Allantoin,SRD5A2,False,,
Allantoin,AR,False,,
Allantoin,FAP,False,,
Allantoin,LOX,False,,
Allantoin,PDGFRB,False,,
Allantoin,POSTN,False,,
Allantoin,ACTA2,False,,
Allantoin,MITF,False,,
Allantoin,COL1A1,False,,
Allantoin,COL3A1,False,,
Chlorogenic acid,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Chlorogenic acid,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Chlorogenic acid,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Chlorogenic acid,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Chlorogenic acid,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Chlorogenic acid,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Chlorogenic acid,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Chlorogenic acid,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Baicalin,MMP1,False,,Cys278
Baicalin,MMP3,False,,Cys100
Baicalin,MMP9,False,,Cys99
Baicalin,TGFB1,False,,Cys223
Baicalin,CTGF,False,,
Baicalin,TYR,False,,Cys81
Baicalin,SIRT1,False,,Cys371
Baicalin,SRD5A2,False,,
Baicalin,AR,False,,
Baicalin,FAP,False,,
Baicalin,LOX,False,,
Baicalin,PDGFRB,False,,
Baicalin,POSTN,False,,
Baicalin,ACTA2,False,,
Baicalin,MITF,False,,
Baicalin,COL1A1,False,,
Baicalin,COL3A1,False,,
Puerarin,MMP1,False,,Cys278
Puerarin,MMP3,False,,Cys100
Puerarin,MMP9,False,,Cys99
Puerarin,TGFB1,False,,Cys223
Puerarin,CTGF,False,,
Puerarin,TYR,False,,Cys81
Puerarin,SIRT1,False,,Cys371
Puerarin,SRD5A2,False,,
Puerarin,AR,False,,
Puerarin,FAP,False,,
Puerarin,LOX,False,,
Puerarin,PDGFRB,False,,
Puerarin,POSTN,False,,
Puerarin,ACTA2,False,,
Puerarin,MITF,False,,
Puerarin,COL1A1,False,,
Puerarin,COL3A1,False,,
Arbutin,MMP1,False,,Cys278
Arbutin,MMP3,False,,Cys100
Arbutin,MMP9,False,,Cys99
Arbutin,TGFB1,False,,Cys223
Arbutin,CTGF,False,,
Arbutin,TYR,False,,Cys81
Arbutin,SIRT1,False,,Cys371
Arbutin,SRD5A2,False,,
Arbutin,AR,False,,
Arbutin,FAP,False,,
Arbutin,LOX,False,,
Arbutin,PDGFRB,False,,
Arbutin,POSTN,False,,
Arbutin,ACTA2,False,,
Arbutin,MITF,False,,
Arbutin,COL1A1,False,,
Arbutin,COL3A1,False,,
Phloridzin,MMP1,False,,Cys278
Phloridzin,MMP3,False,,Cys100
Phloridzin,MMP9,False,,Cys99
Phloridzin,TGFB1,False,,Cys223
Phloridzin,CTGF,False,,
Phloridzin,TYR,False,,Cys81
Phloridzin,SIRT1,False,,Cys371
Phloridzin,SRD5A2,False,,
Phloridzin,AR,False,,
Phloridzin,FAP,False,,
Phloridzin,LOX,False,,
Phloridzin,PDGFRB,False,,
Phloridzin,POSTN,False,,
Phloridzin,ACTA2,False,,
Phloridzin,MITF,False,,
Phloridzin,COL1A1,False,,
Phloridzin,COL3A1,False,,
Salidroside,MMP1,False,,Cys278
Salidroside,MMP3,False,,Cys100
Salidroside,MMP9,False,,Cys99
Salidroside,TGFB1,False,,Cys223
Salidroside,CTGF,False,,
Salidroside,TYR,False,,Cys81
Salidroside,SIRT1,False,,Cys371
Salidroside,SRD5A2,False,,
Salidroside,AR,False,,
Salidroside,FAP,False,,
Salidroside,LOX,False,,
Salidroside,PDGFRB,False,,
Salidroside,POSTN,False,,
Salidroside,ACTA2,False,,
Salidroside,MITF,False,,
Salidroside,COL1A1,False,,
Salidroside,COL3A1,False,,
Aloin,MMP1,False,,Cys278
Aloin,MMP3,False,,Cys100
Aloin,MMP9,False,,Cys99
Aloin,TGFB1,False,,Cys223
Aloin,CTGF,False,,
Aloin,TYR,False,,Cys81
Aloin,SIRT1,False,,Cys371
Aloin,SRD5A2,False,,
Aloin,AR,False,,
Aloin,FAP,False,,
Aloin,LOX,False,,
Aloin,PDGFRB,False,,
Aloin,POSTN,False,,
Aloin,ACTA2,False,,
Aloin,MITF,False,,
Aloin,COL1A1,False,,
Aloin,COL3A1,False,,
Geniposide,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Geniposide,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Geniposide,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Geniposide,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Geniposide,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Geniposide,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Geniposide,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Geniposide,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Mangiferin,MMP1,False,,Cys278
Mangiferin,MMP3,False,,Cys100
Mangiferin,MMP9,False,,Cys99
Mangiferin,TGFB1,False,,Cys223
Mangiferin,CTGF,False,,
Mangiferin,TYR,False,,Cys81
Mangiferin,SIRT1,False,,Cys371
Mangiferin,SRD5A2,False,,
Mangiferin,AR,False,,
Mangiferin,FAP,False,,
Mangiferin,LOX,False,,
Mangiferin,PDGFRB,False,,
Mangiferin,POSTN,False,,
Mangiferin,ACTA2,False,,
Mangiferin,MITF,False,,
Mangiferin,COL1A1,False,,
Mangiferin,COL3A1,False,,
Saponin Re,MMP1,False,,Cys278
Saponin Re,MMP3,False,,Cys100
Saponin Re,MMP9,False,,Cys99
Saponin Re,TGFB1,False,,Cys223
Saponin Re,CTGF,False,,
Saponin Re,TYR,False,,Cys81
Saponin Re,SIRT1,False,,Cys371
Saponin Re,SRD5A2,False,,
Saponin Re,AR,False,,
Saponin Re,FAP,False,,
Saponin Re,LOX,False,,
Saponin Re,PDGFRB,False,,
Saponin Re,POSTN,False,,
Saponin Re,ACTA2,False,,
Saponin Re,MITF,False,,
Saponin Re,COL1A1,False,,
Saponin Re,COL3A1,False,,
Ginsenoside Rg1,MMP1,False,,Cys278
Ginsenoside Rg1,MMP3,False,,Cys100
Ginsenoside Rg1,MMP9,False,,Cys99
Ginsenoside Rg1,TGFB1,False,,Cys223
Ginsenoside Rg1,CTGF,False,,
Ginsenoside Rg1,TYR,False,,Cys81
Ginsenoside Rg1,SIRT1,False,,Cys371
Ginsenoside Rg1,SRD5A2,False,,
Ginsenoside Rg1,AR,False,,
Ginsenoside Rg1,FAP,False,,
Ginsenoside Rg1,LOX,False,,
Ginsenoside Rg1,PDGFRB,False,,
Ginsenoside Rg1,POSTN,False,,
Ginsenoside Rg1,ACTA2,False,,
Ginsenoside Rg1,MITF,False,,
Ginsenoside Rg1,COL1A1,False,,
Ginsenoside Rg1,COL3A1,False,,
Ginsenoside Rg3,MMP1,False,,Cys278
Ginsenoside Rg3,MMP3,False,,Cys100
Ginsenoside Rg3,MMP9,False,,Cys99
Ginsenoside Rg3,TGFB1,False,,Cys223
Ginsenoside Rg3,CTGF,False,,
Ginsenoside Rg3,TYR,False,,Cys81
Ginsenoside Rg3,SIRT1,False,,Cys371
Ginsenoside Rg3,SRD5A2,False,,
Ginsenoside Rg3,AR,False,,
Ginsenoside Rg3,FAP,False,,
Ginsenoside Rg3,LOX,False,,
Ginsenoside Rg3,PDGFRB,False,,
Ginsenoside Rg3,POSTN,False,,
Ginsenoside Rg3,ACTA2,False,,
Ginsenoside Rg3,MITF,False,,
Ginsenoside Rg3,COL1A1,False,,
Ginsenoside Rg3,COL3A1,False,,
Madecassoside,MMP1,False,,Cys278
Madecassoside,MMP3,False,,Cys100
Madecassoside,MMP9,False,,Cys99
Madecassoside,TGFB1,False,,Cys223
Madecassoside,CTGF,False,,
Madecassoside,TYR,False,,Cys81
Madecassoside,SIRT1,False,,Cys371
Madecassoside,SRD5A2,False,,
Madecassoside,AR,False,,
Madecassoside,FAP,False,,
Madecassoside,LOX,False,,
Madecassoside,PDGFRB,False,,
Madecassoside,POSTN,False,,
Madecassoside,ACTA2,False,,
Madecassoside,MITF,False,,
Madecassoside,COL1A1,False,,
Madecassoside,COL3A1,False,,
Sennoside A,MMP1,False,,Cys278
Sennoside A,MMP3,False,,Cys100
Sennoside A,MMP9,False,,Cys99
Sennoside A,TGFB1,False,,Cys223
Sennoside A,CTGF,False,,
Sennoside A,TYR,False,,Cys81
Sennoside A,SIRT1,False,,Cys371
Sennoside A,SRD5A2,False,,
Sennoside A,AR,False,,
Sennoside A,FAP,False,,
Sennoside A,LOX,False,,
Sennoside A,PDGFRB,False,,
Sennoside A,POSTN,False,,
Sennoside A,ACTA2,False,,
Sennoside A,MITF,False,,
Sennoside A,COL1A1,False,,
Sennoside A,COL3A1,False,,
Mogroside V,MMP1,False,,Cys278
Mogroside V,MMP3,False,,Cys100
Mogroside V,MMP9,False,,Cys99
Mogroside V,TGFB1,False,,Cys223
Mogroside V,CTGF,False,,
Mogroside V,TYR,False,,Cys81
Mogroside V,SIRT1,False,,Cys371
Mogroside V,SRD5A2,False,,
Mogroside V,AR,False,,
Mogroside V,FAP,False,,
Mogroside V,LOX,False,,
Mogroside V,PDGFRB,False,,
Mogroside V,POSTN,False,,
Mogroside V,ACTA2,False,,
Mogroside V,MITF,False,,
Mogroside V,COL1A1,False,,
Mogroside V,COL3A1,False,,
Glycyrrhizin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Glycyrrhizin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Glycyrrhizin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Glycyrrhizin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Glycyrrhizin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Glycyrrhizin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Glycyrrhizin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Glycyrrhizin,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Icariin,MMP1,False,,Cys278
Icariin,MMP3,False,,Cys100
Icariin,MMP9,False,,Cys99
Icariin,TGFB1,False,,Cys223
Icariin,CTGF,False,,
Icariin,TYR,False,,Cys81
Icariin,SIRT1,False,,Cys371
Icariin,SRD5A2,False,,
Icariin,AR,False,,
Icariin,FAP,False,,
Icariin,LOX,False,,
Icariin,PDGFRB,False,,
Icariin,POSTN,False,,
Icariin,ACTA2,False,,
Icariin,MITF,False,,
Icariin,COL1A1,False,,
Icariin,COL3A1,False,,
Saikosaponin A,MMP1,False,,Cys278
Saikosaponin A,MMP3,False,,Cys100
Saikosaponin A,MMP9,False,,Cys99
Saikosaponin A,TGFB1,False,,Cys223
Saikosaponin A,CTGF,False,,
Saikosaponin A,TYR,False,,Cys81
Saikosaponin A,SIRT1,False,,Cys371
Saikosaponin A,SRD5A2,False,,
Saikosaponin A,AR,False,,
Saikosaponin A,FAP,False,,
Saikosaponin A,LOX,False,,
Saikosaponin A,PDGFRB,False,,
Saikosaponin A,POSTN,False,,
Saikosaponin A,ACTA2,False,,
Saikosaponin A,MITF,False,,
Saikosaponin A,COL1A1,False,,
Saikosaponin A,COL3A1,False,,
Hesperidin,MMP1,False,,Cys278
Hesperidin,MMP3,False,,Cys100
Hesperidin,MMP9,False,,Cys99
Hesperidin,TGFB1,False,,Cys223
Hesperidin,CTGF,False,,
Hesperidin,TYR,False,,Cys81
Hesperidin,SIRT1,False,,Cys371
Hesperidin,SRD5A2,False,,
Hesperidin,AR,False,,
Hesperidin,FAP,False,,
Hesperidin,LOX,False,,
Hesperidin,PDGFRB,False,,
Hesperidin,POSTN,False,,
Hesperidin,ACTA2,False,,
Hesperidin,MITF,False,,
Hesperidin,COL1A1,False,,
Hesperidin,COL3A1,False,,
Acteoside (Verbascoside),MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Acteoside (Verbascoside),MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Acteoside (Verbascoside),MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Acteoside (Verbascoside),TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Acteoside (Verbascoside),CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Acteoside (Verbascoside),SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Acteoside (Verbascoside),SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Acteoside (Verbascoside),COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Paeoniflorin,MMP1,False,,Cys278
Paeoniflorin,MMP3,False,,Cys100
Paeoniflorin,MMP9,False,,Cys99
Paeoniflorin,TGFB1,False,,Cys223
Paeoniflorin,CTGF,False,,
Paeoniflorin,TYR,False,,Cys81
Paeoniflorin,SIRT1,False,,Cys371
Paeoniflorin,SRD5A2,False,,
Paeoniflorin,AR,False,,
Paeoniflorin,FAP,False,,
Paeoniflorin,LOX,False,,
Paeoniflorin,PDGFRB,False,,
Paeoniflorin,POSTN,False,,
Paeoniflorin,ACTA2,False,,
Paeoniflorin,MITF,False,,
Paeoniflorin,COL1A1,False,,
Paeoniflorin,COL3A1,False,,
Avenanthramide A,MMP1,False,,Cys278
Avenanthramide A,MMP3,False,,Cys100
Avenanthramide A,MMP9,False,,Cys99
Avenanthramide A,TGFB1,False,,Cys223
Avenanthramide A,CTGF,False,,
Avenanthramide A,TYR,False,,Cys81
Avenanthramide A,SIRT1,False,,Cys371
Avenanthramide A,SRD5A2,False,,
Avenanthramide A,AR,False,,
Avenanthramide A,FAP,False,,
Avenanthramide A,LOX,False,,
Avenanthramide A,PDGFRB,False,,
Avenanthramide A,POSTN,False,,
Avenanthramide A,ACTA2,False,,
Avenanthramide A,MITF,False,,
Avenanthramide A,COL1A1,False,,
Avenanthramide A,COL3A1,False,,
Punicalagin,MMP1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Punicalagin,MMP3,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Punicalagin,MMP9,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Punicalagin,TGFB1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Punicalagin,CTGF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,TYR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Punicalagin,SIRT1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Punicalagin,SRD5A2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,AR,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,FAP,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,LOX,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,PDGFRB,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,POSTN,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,ACTA2,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,MITF,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,COL1A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Punicalagin,COL3A1,True,michael_acceptor_alpha_beta_unsaturated_carbonyl,
Astragaloside IV,MMP1,False,,Cys278
Astragaloside IV,MMP3,False,,Cys100
Astragaloside IV,MMP9,False,,Cys99
Astragaloside IV,TGFB1,False,,Cys223
Astragaloside IV,CTGF,False,,
Astragaloside IV,TYR,False,,Cys81
Astragaloside IV,SIRT1,False,,Cys371
Astragaloside IV,SRD5A2,False,,
Astragaloside IV,AR,False,,
Astragaloside IV,FAP,False,,
Astragaloside IV,LOX,False,,
Astragaloside IV,PDGFRB,False,,
Astragaloside IV,POSTN,False,,
Astragaloside IV,ACTA2,False,,
Astragaloside IV,MITF,False,,
Astragaloside IV,COL1A1,False,,
Astragaloside IV,COL3A1,False,,
Ginsenoside Rb1,MMP1,False,,Cys278
Ginsenoside Rb1,MMP3,False,,Cys100
Ginsenoside Rb1,MMP9,False,,Cys99
Ginsenoside Rb1,TGFB1,False,,Cys223
Ginsenoside Rb1,CTGF,False,,
Ginsenoside Rb1,TYR,False,,Cys81
Ginsenoside Rb1,SIRT1,False,,Cys371
Ginsenoside Rb1,SRD5A2,False,,
Ginsenoside Rb1,AR,False,,
Ginsenoside Rb1,FAP,False,,
Ginsenoside Rb1,LOX,False,,
Ginsenoside Rb1,PDGFRB,False,,
Ginsenoside Rb1,POSTN,False,,
Ginsenoside Rb1,ACTA2,False,,
Ginsenoside Rb1,MITF,False,,
Ginsenoside Rb1,COL1A1,False,,
Ginsenoside Rb1,COL3A1,False,,
Crocin,MMP1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys278
Crocin,MMP3,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys100
Crocin,MMP9,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys99
Crocin,TGFB1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys223
Crocin,CTGF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,TYR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys81
Crocin,SIRT1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,Cys371
Crocin,SRD5A2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,AR,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,FAP,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,LOX,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,PDGFRB,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,POSTN,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,ACTA2,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,MITF,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,COL1A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
Crocin,COL3A1,True,michael_acceptor_acrylate;michael_acceptor_alpha_beta_unsaturated_carbonyl,
